time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,guid_ax,guid_ay,guid_az,tgo,dap_c12,dap_c3,dap_c6,dap_c9,nav_roll,nav_pitch,nav_yaw,mag_in_x,mag_in_y,mag_in_z,gyro_p,gyro_q,gyro_r,roll_rate_rps,mag_ok,gyro_ok,T0,T1,T2,T3,fsa_flag,canard_deploy,canard_control,guid_start,proximity_flag,main_cycles,t1_cycles,t2_cycles,t3_cycles
4.49,-1189855.693000,-6195500.316000,942198.814500,-473.356207,-24.969438,511.495666,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.820632,0.000000,0.000000,9.361594,0,0,1,0,0,0,0,0,0,0,0,450,0,0,0
4.50,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.777752,0.000000,0.000000,9.354770,0,0,1,0,0,0,0,0,0,0,0,451,0,0,0
4.51,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.734803,0.000000,0.000000,9.347934,0,0,1,0,0,0,0,0,0,0,0,452,0,0,0
4.52,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.691784,0.000000,0.000000,9.341088,0,0,1,0,0,0,0,0,0,0,0,453,0,0,0
4.53,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.648697,0.000000,0.000000,9.334230,0,0,1,0,0,0,0,0,0,0,0,454,0,0,0
4.54,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.605541,0.000000,0.000000,9.327362,0,0,1,0,0,0,0,0,0,0,0,455,0,0,0
4.55,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.562317,0.000000,0.000000,9.320482,0,0,1,0,0,0,0,0,0,0,0,456,0,0,0
4.56,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.519024,0.000000,0.000000,9.313592,0,0,1,0,0,0,0,0,0,0,0,457,0,0,0
4.57,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.475663,0.000000,0.000000,9.306691,0,0,1,0,0,0,0,0,0,0,0,458,0,0,0
4.58,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.432234,0.000000,0.000000,9.299779,0,0,1,0,0,0,0,0,0,0,0,459,0,0,0
4.59,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.388738,0.000000,0.000000,9.292856,0,0,1,0,0,0,0,0,0,0,0,460,0,0,0
4.60,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.345174,0.000000,0.000000,9.285923,0,0,1,0,0,0,0,0,0,0,0,461,0,0,0
4.61,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.301542,0.000000,0.000000,9.278979,0,0,1,0,0,0,0,0,0,0,0,462,0,0,0
4.62,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.257843,0.000000,0.000000,9.272024,0,0,1,0,0,0,0,0,0,0,0,463,0,0,0
4.63,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.214076,0.000000,0.000000,9.265058,0,0,1,0,0,0,0,0,0,0,0,464,0,0,0
4.64,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.170243,0.000000,0.000000,9.258082,0,0,1,0,0,0,0,0,0,0,0,465,0,0,0
4.65,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.126343,0.000000,0.000000,9.251095,0,0,1,0,0,0,0,0,0,0,0,466,0,0,0
4.66,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.082376,0.000000,0.000000,9.244097,0,0,1,0,0,0,0,0,0,0,0,467,0,0,0
4.67,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,58.038343,0.000000,0.000000,9.237089,0,0,1,0,0,0,0,0,0,0,0,468,0,0,0
4.68,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.994244,0.000000,0.000000,9.230071,0,0,1,0,0,0,0,0,0,0,0,469,0,0,0
4.69,-1189857.836000,-6195511.418000,942249.845600,-473.080955,-23.534432,509.128786,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.950078,0.000000,0.000000,9.223041,0,0,1,0,0,0,0,0,0,0,0,470,0,0,0
4.70,-1189862.041000,-6195533.192000,942351.201000,-472.534370,-20.684952,504.434471,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.905847,0.000000,0.000000,9.216002,0,0,1,0,0,0,0,0,0,0,0,471,0,0,0
4.71,-1189862.041000,-6195533.192000,942351.201000,-472.534370,-20.684952,504.434471,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.861549,0.000000,0.000000,9.208952,0,0,1,0,0,0,0,0,0,0,0,472,0,0,0
4.72,-1189862.041000,-6195533.192000,942351.201000,-472.534370,-20.684952,504.434471,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.817186,0.000000,0.000000,9.201891,0,0,1,0,0,0,0,0,0,0,0,473,0,0,0
4.73,-1189862.041000,-6195533.192000,942351.201000,-472.534370,-20.684952,504.434471,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.772758,0.000000,0.000000,9.194820,0,0,1,0,0,0,0,0,0,0,0,474,0,0,0
4.74,-1189862.041000,-6195533.192000,942351.201000,-472.534370,-20.684952,504.434471,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.728264,0.000000,0.000000,9.187739,0,0,1,0,0,0,0,0,0,0,0,475,0,0,0
4.75,-1189862.041000,-6195533.192000,942351.201000,-472.534370,-20.684952,504.434471,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.683706,0.000000,0.000000,9.180647,0,0,1,0,0,0,0,0,0,0,0,476,0,0,0
4.76,-1189862.041000,-6195533.192000,942351.201000,-472.534370,-20.684952,504.434471,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.639082,0.000000,0.000000,9.173545,0,0,1,0,0,0,0,0,0,0,0,477,0,0,0
4.77,-1189862.041000,-6195533.192000,942351.201000,-472.534370,-20.684952,504.434471,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.594393,0.000000,0.000000,9.166432,0,0,1,0,0,0,0,0,0,0,0,478,0,0,0
4.78,-1189862.041000,-6195533.192000,942351.201000,-472.534370,-20.684952,504.434471,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.549640,0.000000,0.000000,9.159310,0,0,1,0,0,0,0,0,0,0,0,479,0,0,0
4.79,-1189862.041000,-6195533.192000,942351.201000,-472.534370,-20.684952,504.434471,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.504823,0.000000,0.000000,9.152177,0,0,1,0,0,0,0,0,0,0,0,480,0,0,0
4.80,-1189864.102000,-6195543.867000,942401.528000,-472.263021,-19.270393,502.106902,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.459941,0.000000,0.000000,9.145034,0,0,1,0,0,0,0,0,0,0,0,481,0,0,0
4.81,-1189864.102000,-6195543.867000,942401.528000,-472.263021,-19.270393,502.106902,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.414995,0.000000,0.000000,9.137880,0,0,1,0,0,0,0,0,0,0,0,482,0,0,0
4.82,-1189864.102000,-6195543.867000,942401.528000,-472.263021,-19.270393,502.106902,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.369985,0.000000,0.000000,9.130717,0,0,1,0,0,0,0,0,0,0,0,483,0,0,0
4.83,-1189864.102000,-6195543.867000,942401.528000,-472.263021,-19.270393,502.106902,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.324912,0.000000,0.000000,9.123543,0,0,1,0,0,0,0,0,0,0,0,484,0,0,0
4.84,-1189864.102000,-6195543.867000,942401.528000,-472.263021,-19.270393,502.106902,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.279775,0.000000,0.000000,9.116359,0,0,1,0,0,0,0,0,0,0,0,485,0,0,0
4.85,-1189864.102000,-6195543.867000,942401.528000,-472.263021,-19.270393,502.106902,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.234575,0.000000,0.000000,9.109166,0,0,1,0,0,0,0,0,0,0,0,486,0,0,0
4.86,-1189864.102000,-6195543.867000,942401.528000,-472.263021,-19.270393,502.106902,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.189311,0.000000,0.000000,9.101962,0,0,1,0,0,0,0,0,0,0,0,487,0,0,0
4.87,-1189864.102000,-6195543.867000,942401.528000,-472.263021,-19.270393,502.106902,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.143984,0.000000,0.000000,9.094748,0,0,1,0,0,0,0,0,0,0,0,488,0,0,0
4.88,-1189864.102000,-6195543.867000,942401.528000,-472.263021,-19.270393,502.106902,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.098595,0.000000,0.000000,9.087524,0,0,1,0,0,0,0,0,0,0,0,489,0,0,0
4.89,-1189864.102000,-6195543.867000,942401.528000,-472.263021,-19.270393,502.106902,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.053143,0.000000,0.000000,9.080290,0,0,1,0,0,0,0,0,0,0,0,490,0,0,0
4.90,-1189866.136000,-6195554.400000,942451.622800,-471.992958,-17.862571,499.792326,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,57.007628,0.000000,0.000000,9.073046,0,0,1,0,0,0,0,0,0,0,0,491,0,0,0
4.91,-1189866.136000,-6195554.400000,942451.622800,-471.992958,-17.862571,499.792326,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.962051,0.000000,0.000000,9.065792,0,0,1,0,0,0,0,0,0,0,0,492,0,0,0
4.92,-1189866.136000,-6195554.400000,942451.622800,-471.992958,-17.862571,499.792326,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.916412,0.000000,0.000000,9.058528,0,0,1,0,0,0,0,0,0,0,0,493,0,0,0
4.93,-1189866.136000,-6195554.400000,942451.622800,-471.992958,-17.862571,499.792326,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.870711,0.000000,0.000000,9.051255,0,0,1,0,0,0,0,0,0,0,0,494,0,0,0
4.94,-1189866.136000,-6195554.400000,942451.622800,-471.992958,-17.862571,499.792326,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.824948,0.000000,0.000000,9.043971,0,0,1,0,0,0,0,0,0,0,0,495,0,0,0
4.95,-1189866.136000,-6195554.400000,942451.622800,-471.992958,-17.862571,499.792326,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.779124,0.000000,0.000000,9.036678,0,0,1,0,0,0,0,0,0,0,0,496,0,0,0
4.96,-1189866.136000,-6195554.400000,942451.622800,-471.992958,-17.862571,499.792326,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.733238,0.000000,0.000000,9.029375,0,0,1,0,0,0,0,0,0,0,0,497,0,0,0
4.97,-1189866.136000,-6195554.400000,942451.622800,-471.992958,-17.862571,499.792326,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.687290,0.000000,0.000000,9.022062,0,0,1,0,0,0,0,0,0,0,0,498,0,0,0
4.98,-1189866.136000,-6195554.400000,942451.622800,-471.992958,-17.862571,499.792326,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.641282,0.000000,0.000000,9.014740,0,0,1,0,0,0,0,0,0,0,0,499,0,0,0
4.99,-1189866.136000,-6195554.400000,942451.622800,-471.992958,-17.862571,499.792326,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.595213,0.000000,0.000000,9.007408,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0
5.00,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.549083,0.000000,0.000000,9.000066,0,0,1,0,0,0,0,0,0,0,0,501,0,0,0
5.01,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.502892,0.000000,0.000000,8.992715,0,0,1,0,0,0,0,0,0,0,0,502,0,0,0
5.02,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.456641,0.000000,0.000000,8.985353,0,0,1,0,0,0,0,0,0,0,0,503,0,0,0
5.03,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.410330,0.000000,0.000000,8.977983,0,0,1,0,0,0,0,0,0,0,0,504,0,0,0
5.04,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.363959,0.000000,0.000000,8.970603,0,0,1,0,0,0,0,0,0,0,0,505,0,0,0
5.05,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.317528,0.000000,0.000000,8.963213,0,0,1,0,0,0,0,0,0,0,0,506,0,0,0
5.06,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.271037,0.000000,0.000000,8.955814,0,0,1,0,0,0,0,0,0,0,0,507,0,0,0
5.07,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.224487,0.000000,0.000000,8.948405,0,0,1,0,0,0,0,0,0,0,0,508,0,0,0
5.08,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.177878,0.000000,0.000000,8.940987,0,0,1,0,0,0,0,0,0,0,0,509,0,0,0
5.09,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.131209,0.000000,0.000000,8.933559,0,0,1,0,0,0,0,0,0,0,0,510,0,0,0
5.10,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.084481,0.000000,0.000000,8.926122,0,0,1,0,0,0,0,0,0,0,0,511,0,0,0
5.11,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,56.037695,0.000000,0.000000,8.918676,0,0,1,0,0,0,0,0,0,0,0,512,0,0,0
5.12,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.990850,0.000000,0.000000,8.911221,0,0,1,0,0,0,0,0,0,0,0,513,0,0,0
5.13,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.943947,0.000000,0.000000,8.903756,0,0,1,0,0,0,0,0,0,0,0,514,0,0,0
5.14,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.896985,0.000000,0.000000,8.896281,0,0,1,0,0,0,0,0,0,0,0,515,0,0,0
5.15,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.849966,0.000000,0.000000,8.888798,0,0,1,0,0,0,0,0,0,0,0,516,0,0,0
5.16,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.802888,0.000000,0.000000,8.881305,0,0,1,0,0,0,0,0,0,0,0,517,0,0,0
5.17,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.755753,0.000000,0.000000,8.873804,0,0,1,0,0,0,0,0,0,0,0,518,0,0,0
5.18,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.708560,0.000000,0.000000,8.866293,0,0,1,0,0,0,0,0,0,0,0,519,0,0,0
5.19,-1190319.925000,-6195478.010000,942501.486900,-471.725372,-16.427047,497.490691,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.661310,0.000000,0.000000,8.858773,0,0,1,0,0,0,0,0,0,0,0,520,0,0,0
5.20,-1190323.860000,-6195498.377000,942600.527700,-471.191404,-13.644770,492.926033,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.614003,0.000000,0.000000,8.851243,0,0,1,0,0,0,0,0,0,0,0,521,0,0,0
5.21,-1190323.860000,-6195498.377000,942600.527700,-471.191404,-13.644770,492.926033,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.566639,0.000000,0.000000,8.843705,0,0,1,0,0,0,0,0,0,0,0,522,0,0,0
5.22,-1190323.860000,-6195498.377000,942600.527700,-471.191404,-13.644770,492.926033,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.519218,0.000000,0.000000,8.836158,0,0,1,0,0,0,0,0,0,0,0,523,0,0,0
5.23,-1190323.860000,-6195498.377000,942600.527700,-471.191404,-13.644770,492.926033,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.471741,0.000000,0.000000,8.828602,0,0,1,0,0,0,0,0,0,0,0,524,0,0,0
5.24,-1190323.860000,-6195498.377000,942600.527700,-471.191404,-13.644770,492.926033,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.424207,0.000000,0.000000,8.821037,0,0,1,0,0,0,0,0,0,0,0,525,0,0,0
5.25,-1190323.860000,-6195498.377000,942600.527700,-471.191404,-13.644770,492.926033,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.376617,0.000000,0.000000,8.813462,0,0,1,0,0,0,0,0,0,0,0,526,0,0,0
5.26,-1190323.860000,-6195498.377000,942600.527700,-471.191404,-13.644770,492.926033,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.328971,0.000000,0.000000,8.805879,0,0,1,0,0,0,0,0,0,0,0,527,0,0,0
5.27,-1190323.860000,-6195498.377000,942600.527700,-471.191404,-13.644770,492.926033,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.281269,0.000000,0.000000,8.798287,0,0,1,0,0,0,0,0,0,0,0,528,0,0,0
5.28,-1190323.860000,-6195498.377000,942600.527700,-471.191404,-13.644770,492.926033,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.233511,0.000000,0.000000,8.790686,0,0,1,0,0,0,0,0,0,0,0,529,0,0,0
5.29,-1190323.860000,-6195498.377000,942600.527700,-471.191404,-13.644770,492.926033,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.185698,0.000000,0.000000,8.783077,0,0,1,0,0,0,0,0,0,0,0,530,0,0,0
5.30,-1190325.788000,-6195508.352000,942649.707000,-470.926308,-12.263519,490.662902,0.000000,0.000000,0.000000,0.000,-0.024433,-0.024433,-0.024433,-0.024433,0.000000,0.000000,0.000000,0.000000,0.436332,0.000000,55.137830,0.000000,0.000000,8.775458,0,0,1,0,0,0,0,0,0,0,0,531,0,0,0
